epoch,loss,psnr,val_loss,val_psnr
0,175.51405334472656,27.934612274169922,94.82070922851562,28.74305534362793
1,86.31849670410156,30.262619018554688,75.2006607055664,29.777713775634766
2,73.8911361694336,31.08802604675293,69.88276672363281,30.092281341552734
3,66.97132110595703,31.64069175720215,62.65599822998047,30.584693908691406
4,62.1592903137207,32.05343246459961,58.90380859375,30.86675453186035
5,58.75313949584961,32.38706588745117,55.45795822143555,31.14060401916504
